date,ticker,threshold,model_prob,market_prob,edge,settlement,y_true,mu,sigma,direction,entry_price,entry_edge,exit_type,exit_price,fee_per_contract,pnl_per_contract_gross,pnl_per_contract,fee_dollars,pnl_dollars
2025-04-17,KXHIGHAUS,85,0.9791502410082367,0.7010821332881652,0.2780681077200715,1.0,89.0,87.31801688671112,1.1382319927215576,YES,70.10821332881652,0.2780681077200715,convergence,86.79229979202081,2.092425066982844,16.684086463204295,14.59166139622145,5.231062667457111,36.47915349055363
2025-04-18,KXHIGHAUS,90,0.8981560790810494,0.41820128680466245,0.479954792276387,1.0,91.0,91.41203638712564,1.1108646392822266,YES,41.82012868046625,0.479954792276387,convergence,70.61741621704947,4.072590992367363,28.79728753658322,24.724696544215856,10.181477480918408,61.811741360539635
2025-04-19,KXHIGHAUS,80,0.9988111382294801,0.8853391604541969,0.11347197777528317,1.0,85.0,84.00386809110641,1.3177193403244019,YES,88.53391604541969,0.11347197777528317,convergence,95.34223471193668,0.8026258768206219,6.808318666516996,6.005692789696374,2.0065646920515547,15.014231974240934
2025-04-20,KXHIGHAUS,80,0.9999984377791995,0.8189301923100865,0.18106824546911304,1.0,87.0,85.87442412376403,1.2599395513534546,YES,81.89301923100865,0.18106824546911304,convergence,92.75711395915542,1.2674886538293946,10.864094728146767,9.596606074317373,3.1687216345734863,23.991515185793432
2025-04-20,KXHIGHAUS,85,0.7561653848375519,0.3340180089754705,0.4221473758620814,1.0,87.0,85.87442412376403,1.2599395513534546,YES,33.40180089754705,0.4221473758620814,convergence,58.73064344927194,4.661873937171707,25.32884255172489,20.666968614553184,11.654684842929269,51.66742153638296
2025-04-21,KXHIGHAUS,85,0.9915535384142382,0.5435999823193919,0.44795355609484633,1.0,89.0,87.55005825360615,1.0674031972885132,YES,54.35999823193919,0.44795355609484633,convergence,81.23721159762997,3.1948001237642574,26.87721336569078,23.682413241926522,7.987000309410644,59.206033104816306
2025-04-22,KXHIGHAUS,85,0.9977095054575786,0.6649379108011446,0.332771594656434,1.0,88.0,88.10205384890237,1.0941563844680786,YES,66.49379108011446,0.332771594656434,convergence,86.4600867595005,2.345434624391988,19.966295679386036,17.620861054994048,5.863586560979971,44.05215263748512
2025-04-22,KXHIGHAUS,90,0.04140401842913947,0.15239424721614614,-0.11099022878700668,0.0,88.0,88.10205384890237,1.0941563844680786,NO,84.76057527838539,0.11099022878700668,convergence,91.41998900560579,1.066759730513023,6.659413727220397,5.592653996707374,2.6668993262825573,13.981634991768436
2025-04-23,KXHIGHAUS,80,0.9999359937661337,0.8575210620142217,0.142414931751912,1.0,86.0,84.61076183319092,1.2037752866744995,YES,85.75210620142218,0.142414931751912,convergence,94.2970021065369,0.9973525659004475,8.544895905114714,7.547543339214267,2.4933814147511186,18.868858348035666
2025-04-24,KXHIGHAUS,80,0.9999971382210086,0.8067945969045345,0.19320254131647407,1.0,87.0,85.5109682559967,1.2148457765579224,YES,80.67945969045344,0.19320254131647407,convergence,92.27161216944188,1.3524378216682593,11.592152478988439,10.23971465732018,3.3810945541706485,25.59928664330045
2025-04-24,KXHIGHAUS,85,0.6629776422751603,0.32772792175723775,0.33524972051792257,1.0,87.0,85.5109682559967,1.2148457765579224,YES,32.77279217572377,0.33524972051792257,convergence,52.88777540679913,4.705904547699337,20.114983231075357,15.40907868337602,11.764761369248342,38.52269670844005
2025-04-25,KXHIGHAUS,85,0.6337373928780667,0.20658517934059217,0.42715221353747457,1.0,87.0,85.40856482187907,1.1954436302185059,YES,20.65851793405922,0.42715221353747457,convergence,46.28765074630769,5.553903744615855,25.62913281224847,20.075229067632616,13.884759361539638,50.18807266908154
2025-04-26,KXHIGHAUS,80,0.9999997529753157,0.8152675031880476,0.1847322497872681,1.0,85.0,85.93091931343078,1.1794352531433105,YES,81.52675031880476,0.1847322497872681,convergence,92.61068530604085,1.293127477683667,11.083934987236091,9.790807509552424,3.2328186942091675,24.47701877388106
2025-04-26,KXHIGHAUS,85,0.7850294441027477,0.29906587238484705,0.4859635717179006,0.0,85.0,85.93091931343078,1.1794352531433105,YES,29.906587238484704,0.4859635717179006,stop_loss,0.0,4.906538893306071,-29.906587238484704,-34.813126131790774,12.266347233265178,-87.03281532947695
2025-04-27,KXHIGHAUS,85,0.9332555320595499,0.5856648177225513,0.3475907143369986,0.0,85.0,86.87071657180786,1.2467416524887085,YES,58.56648177225513,0.3475907143369986,stop_loss,0.0,2.900346275942141,-58.56648177225513,-61.46682804819727,7.2508656898553525,-153.66707012049318
2025-04-27,KXHIGHAUS,90,0.006037080775893755,0.1100415101107583,-0.10400442933486455,0.0,85.0,86.87071657180786,1.2467416524887085,NO,88.99584898892417,0.10400442933486455,convergence,95.23611474901604,0.7702905707753085,6.240265760091873,5.469975189316564,1.9257264269382715,13.67493797329141
2025-04-28,KXHIGHAUS,85,0.9470187742136826,0.5912630412552019,0.35575573295848073,1.0,86.0,86.9477472782135,1.204834222793579,YES,59.12630412552019,0.35575573295848073,convergence,80.47164810302904,2.861158711213587,21.345343977508847,18.48418526629526,7.152896778033966,46.21046316573815
2025-04-29,KXHIGHAUS,85,0.9936552887718825,0.6631450872364228,0.3305102015354596,1.0,87.0,88.02217559814453,1.212571620941162,YES,66.31450872364229,0.3305102015354596,convergence,86.14512081576986,2.35798438934504,19.830612092127566,17.472627702782525,5.8949609733626,43.68156925695631
2025-04-29,KXHIGHAUS,90,0.0514347120490169,0.17432721090070535,-0.12289249885168846,0.0,87.0,88.02217559814453,1.212571620941162,NO,82.56727890992947,0.12289249885168846,convergence,89.94082884103078,1.2202904763049371,7.373549931101309,6.1532594547963715,3.050726190762343,15.38314863699093
2025-04-30,KXHIGHAUS,80,0.9999993899799019,0.8000305709829609,0.19996881899694097,1.0,88.0,86.09334384600321,1.2557498216629028,YES,80.0030570982961,0.19996881899694097,convergence,92.00118623811255,1.3997860031192733,11.998129139816456,10.598343136697183,3.4994650077981833,26.49585784174296
2025-04-30,KXHIGHAUS,85,0.8080328506587928,0.37374445561262915,0.4342883950461637,1.0,88.0,86.09334384600321,1.2557498216629028,YES,37.37444556126292,0.4342883950461637,convergence,63.43174926403273,4.3837888107115965,26.057303702769815,21.67351489205822,10.959472026778991,54.18378723014555
2025-05-01,KXHIGHAUS,85,0.9999999673593768,0.7127417726837413,0.2872581946756355,1.0,92.0,91.48761221567788,1.2005877494812012,YES,71.27417726837413,0.2872581946756355,convergence,88.50966894891226,2.010807591213811,17.235491680538132,15.22468408932432,5.027018978034528,38.061710223310804
2025-05-01,KXHIGHAUS,90,0.8923402048111491,0.2404264892793107,0.6519137155318384,1.0,92.0,91.48761221567788,1.2005877494812012,YES,24.042648927931072,0.6519137155318384,convergence,63.15747185984137,5.317014575044825,39.1148229319103,33.797808356865474,13.292536437612064,84.49452089216369
